PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,Delinquency_Group
21537,88.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,23,4,10,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Single,SSC,37,M,20000,100,1.0,0.0,1.07,0,0,0.0,0.0,0.0,0.0,1.0,0,0,others,others,683,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,27,27,No Delinquency
21538,65.0,30.0,8.0,4,24,0,1,1,0.0,9.0,1,0,15,4,8,0,0,0,0,0,0,0,0,0,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,Married,12TH,37,M,13000,126,0.13,1.0,0.716,0,0,0.0,0.0,0.0,0.0,17.44,1,0,ConsumerLoan,others,685,P2,46,40,6,3,0,0.065,0.0,0.13,0.87,3,0,0.065,0.0,3,0,0,2,40,0,0,41,5,4,63,3,Medium (3-5)
21539,325.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0,0.0,Married,12TH,50,M,15000,48,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,ConsumerLoan,ConsumerLoan,680,P2,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,20,20,No Delinquency
21540,67.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1.0,0.0,0.0,Married,POST-GRADUATE,35,F,18000,40,1.0,0.0,0.2,0,0,0.0,0.0,0.0,0.0,0.667,0,0,others,others,671,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8,No Delinquency
21541,1740.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Single,UNDER GRADUATE,32,M,16000,66,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,678,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,76,76,No Delinquency
21542,25.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,3.0,Married,SSC,58,M,15000,66,0.667,0.0,0.573,0,0,0.0,0.0,0.0,0.0,3.19,0,0,others,ConsumerLoan,666,P3,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,0,1,0,1,0,0,0,2,1,1,45,8,No Delinquency
21543,42.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,Married,12TH,52,M,30000,365,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.317,0,0,ConsumerLoan,CC,664,P3,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,20,20,No Delinquency
21544,54.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,Married,12TH,38,F,25000,74,0.5,1.0,0.517,0,0,0.0,0.0,0.0,0.0,0.548,0,0,ConsumerLoan,ConsumerLoan,666,P3,2,1,1,1,0,0.5,0.0,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,13,6,No Delinquency
21545,115.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,1.0,0.0,0.0,Married,GRADUATE,49,M,52000,177,1.0,0.0,0.1,0,0,0.0,0.0,0.0,0.0,0.395,0,0,ConsumerLoan,AL,687,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,9,9,No Delinquency
21546,95.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,1.0,1.0,0.0,Married,SSC,39,M,55000,246,1.0,1.0,0.6,0,0,0.0,0.0,0.0,0.0,0.336,0,0,ConsumerLoan,ConsumerLoan,688,P2,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4,No Delinquency
21547,41.0,14.0,14.0,1,12,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,0.0,0.0,0.0,Married,12TH,44,F,19000,37,0.667,0.0,0.183,0,1,0.0,0.0,0.0,0.0,3.444,0,0,ConsumerLoan,ConsumerLoan,671,P2,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,0,0,2,0,0,1,0,3,0,36,19,Low (1-2)
21548,1186.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,47,6,14,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,3.0,3.0,Married,12TH,27,F,25000,63,0.2,0.0,1.037,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,ConsumerLoan,ConsumerLoan,691,P2,5,4,1,0,0,0.0,0.0,0.2,0.8,1,0,0.2,0.0,1,0,0,0,5,0,0,5,0,0,52,12,No Delinquency
21549,62.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,41,4,11,0,0,0,0,0,0,0,0,0,0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,305.0,1.0,0.0,0.0,Married,GRADUATE,35,M,16800,95,0.714,0.375,0.77,0,0,0.0,0.0,0.0,0.0,8.677,1,1,CC,HL,703,P1,14,4,10,3,1,0.214,0.071,0.714,0.286,8,2,0.571,0.143,2,0,0,3,4,2,0,6,8,5,76,4,No Delinquency
21550,52.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,SSC,23,M,20000,126,1.0,0.0,0.472,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,673,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,16,16,No Delinquency
21551,327.0,17.0,10.0,2,30,0,1,1,4.841127815637518,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,SSC,42,M,25000,120,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,660,P3,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,31,31,Low (1-2)
21552,2173.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,15.0,6.0,6.0,6.0,Married,12TH,33,M,26500,110,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,38.66423535052205,0,0,PL,others,652,P4,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,74,74,No Delinquency
21553,49.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,1.0,0.0,0.0,Married,OTHERS,27,M,25000,125,0.125,0.0,0.881,0,0,0.0,0.0,0.0,0.0,2.0,1,0,others,others,713,P1,8,7,1,0,1,0.0,0.125,0.125,0.875,2,1,0.25,0.125,0,1,0,0,4,0,0,6,2,3,96,7,No Delinquency
21554,53.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,28,5,11,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,Single,GRADUATE,23,M,12000,50,1.0,0.0,0.274,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,ConsumerLoan,others,688,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,29,29,No Delinquency
21555,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,POST-GRADUATE,28,M,12000,65,1.0,1.0,1.348,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,677,P2,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,4,4,No Delinquency
21556,186.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,0.0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,SSC,55,F,28000,26,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,694,P2,2,1,1,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.5,0,0,0,0,0,0,0,1,1,2,49,17,No Delinquency
21557,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,12TH,40,M,1200,121,1.0,0.0,1.055,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,681,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,8,8,No Delinquency
21558,30.0,7.0,7.0,1,7,0,1,1,0.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,12TH,24,F,12000,29,1.0,0.0,0.102,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,668,P3,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,24,24,Low (1-2)
21559,134.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Single,SSC,28,M,24000,250,1.0,0.0,1.038,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,685,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,15,15,No Delinquency
21560,53.0,26.0,25.0,2,27,0,0,0,0.0,0.0,0,0,18,5,11,0,0,0,0,0,0,0,0,0,27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,0.0,0.0,0.0,Married,UNDER GRADUATE,52,M,16500,81,1.0,0.0,0.387,0,0,0.0,0.0,0.0,0.0,1.368,0,0,others,ConsumerLoan,686,P2,3,0,3,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,1,0,0,0,1,2,1,64,16,Low (1-2)
21561,37.0,3.0,3.0,1,25,1,1,0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,0.0,0.0,0.0,Single,12TH,28,M,18500,53,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,678,P2,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,21,21,Low (1-2)
21562,46.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,52.0,6.0,2.0,1.0,Single,SSC,23,M,13000,30,1.0,0.0,0.74,0,0,1.0,0.0,1.0,0.0,38.66423535052205,0,0,others,others,671,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8,8,No Delinquency
21563,45.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,213.0,2.0,0.0,0.0,Single,OTHERS,27,M,40000,44,0.625,0.0,0.902,1,1,0.0,0.0,0.0,0.0,7.932,1,0,others,others,688,P2,8,3,5,0,0,0.0,0.0,0.625,0.375,3,1,0.375,0.125,2,0,2,0,3,0,3,3,5,0,32,7,No Delinquency
21564,268.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Married,SSC,23,M,18000,44,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,ConsumerLoan,ConsumerLoan,663,P3,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,15,15,No Delinquency
21565,51.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,Married,SSC,45,M,13357,118,1.0,1.0,0.974,0,1,1.0,0.0,1.0,0.0,26.016,0,0,ConsumerLoan,PL,667,P3,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,1,0,2,0,4,3,No Delinquency
21566,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,Married,UNDER GRADUATE,53,M,20000,23,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,ConsumerLoan,ConsumerLoan,673,P2,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,28,28,No Delinquency
21567,69.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,66,7,18,10,0,0,5,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,Married,GRADUATE,28,M,17000,61,0.667,0.0,0.957,0,0,0.0,0.0,0.0,0.0,18.938,0,0,ConsumerLoan,others,695,P2,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,0,0,0,0,0,0,1,2,3,99,54,No Delinquency
21568,47.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,3.0,1.0,3.0,97.0,6.0,3.0,0.0,Married,GRADUATE,29,M,18000,38,0.75,1.0,0.97,0,0,0.333,0.0,0.333,0.0,1.661,1,0,others,PL,682,P2,4,1,3,4,1,1.0,0.25,0.75,0.25,4,1,1.0,0.25,2,0,0,2,2,0,0,2,2,0,5,2,No Delinquency
21569,191.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,154.0,2.0,1.0,0.0,Married,SSC,27,M,19500,140,1.0,0.0,0.0,0,0,0.5,0.0,0.5,0.0,1.191,0,0,PL,others,674,P2,3,0,3,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,3,2,15,15,No Delinquency
21570,40.0,30.0,1.0,10,3,3,6,3,3.0,33.0,1,0,71,16,38,0,0,0,0,0,0,0,0,0,3,20.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,Married,GRADUATE,53,M,25000,74,0.324,0.75,0.556,1,1,1.0,1.0,0.2,0.5,13.821,1,0,ConsumerLoan,PL,724,P1,34,23,11,9,10,0.265,0.294,0.324,0.676,12,10,0.353,0.294,1,6,1,7,1,0,5,10,24,14,151,2,High (5+)
21571,106.0,12.0,7.0,6,28,0,5,5,0.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,Married,GRADUATE,29,F,14200,41,1.0,0.0,0.014,0,0,0.0,0.0,0.0,0.0,2.587,0,0,ConsumerLoan,ConsumerLoan,661,P3,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,1,0,0,0,0,2,1,12,12,High (5+)
21572,979.0,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,1.0,0.0,0.0,Married,SSC,44,M,25000,38,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,685,P2,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,50,50,No Delinquency
21573,249.46359868211286,20.31864560993046,12.696757002664587,0,0,0,0,0,4.841127815637518,9.20649812364211,0,0,30,4,11,0,0,0,0,0,0,0,0,0,0,5.291036321226258,0.4672664667333111,0.1589025880262135,0.2608463845384872,1.135177163167833,0.5067199822281462,0.7576585582583584,260.0516494501833,3.011107408641564,1.995290458735977,1.241719426857714,Married,GRADUATE,32,M,63500,179,0.25,0.0,1.054,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,694,P2,4,3,1,0,0,0.0,0.0,0.25,0.75,1,1,0.25,0.25,1,0,0,0,3,0,0,3,1,1,46,11,No Delinquency
21574,69.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,1.0,1.0,0.0,Single,GRADUATE,22,M,35000,34,1.0,1.0,0.83,0,0,0.0,0.0,0.0,0.0,0.386,0,0,ConsumerLoan,ConsumerLoan,675,P2,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4,No Delinquency
21575,47.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,1.0,0.0,0.0,Married,SSC,40,M,18000,130,1.0,0.0,1.18,0,0,0.0,0.0,0.0,0.0,38.66423535052205,0,0,others,others,677,P2,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9,9,No Delinquency
21576,431.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0.0,0.0,0.0,Married,12TH,48,M,23000,62,0.667,1.0,1.002,0,0,0.0,0.0,0.0,0.0,38.66423535052205,1,0,others,others,696,P2,6,2,4,4,0,0.667,0.0,0.667,0.333,4,0,0.667,0.0,4,2,0,0,4,0,0,6,0,0,50,3,No Delinquency
21577,584.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,14,3,9,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,3.0,3.0,3.0,Married,SSC,35,M,18000,129,0.429,1.0,0.968,0,0,0.0,0.0,0.0,0.0,8.333,1,0,others,others,681,P2,7,4,3,1,0,0.143,0.0,0.429,0.571,1,0,0.143,0.0,2,0,0,0,4,0,0,5,2,3,58,2,No Delinquency
21578,69.0,32.0,19.0,14,60,0,0,0,0.0,0.0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,60,17.0,0.0,0.0,0.0,2.0,1.0,2.0,82.0,6.0,4.0,1.0,Married,12TH,33,M,22000,121,0.5,0.5,0.467,0,0,0.5,0.0,0.5,0.0,3.16,1,0,others,others,669,P2,14,7,7,4,5,0.286,0.357,0.5,0.5,8,5,0.571,0.357,1,3,0,6,3,0,0,8,6,2,90,2,High (5+)
21579,283.0,16.0,15.0,2,16,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,2.0,2.0,2.0,Single,GRADUATE,26,M,17000,64,0.667,1.0,0.757,0,0,1.0,0.0,1.0,0.0,1.68,0,0,PL,ConsumerLoan,642,P4,3,1,2,2,0,0.667,0.0,0.667,0.333,2,1,0.667,0.333,2,0,0,2,0,0,0,0,3,1,17,1,Low (1-2)
21580,55.0,35.0,35.0,1,30,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4.0,2.0,0.0,0.0,2.0,0.0,0.0,1059.0,0.0,0.0,0.0,Married,12TH,35,M,48000,129,0.5,0.0,0.47,1,1,0.0,0.0,0.0,0.0,4.972,0,0,PL,CC,660,P3,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,2,0,0,0,2,0,4,0,79,35,Low (1-2)
21581,324.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,93.0,1.0,1.0,0.0,Married,GRADUATE,42,M,18000,351,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0.0,38.66423535052205,0,0,PL,others,684,P2,2,2,0,0,1,0.0,0.5,0.0,1.0,0,1,0.0,0.5,0,1,0,1,0,0,0,1,1,0,54,25,No Delinquency
21582,82.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,105.0,5.0,2.0,0.0,Married,OTHERS,37,M,32500,107,0.333,0.333,0.414,0,0,0.0,0.0,0.0,0.0,0.785,1,0,others,ConsumerLoan,694,P2,9,6,3,1,1,0.111,0.111,0.333,0.667,3,1,0.333,0.111,1,1,0,1,7,0,0,8,1,0,55,3,No Delinquency
21583,329.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,Married,UNDER GRADUATE,36,M,30000,62,0.444,0.0,0.666,0,0,0.0,0.0,0.0,0.0,1.9,1,0,ConsumerLoan,ConsumerLoan,690,P2,9,5,4,0,0,0.0,0.0,0.444,0.556,1,4,0.111,0.444,1,0,0,1,3,0,0,3,6,5,61,11,No Delinquency
21584,35.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,86.0,1.0,1.0,1.0,Single,GRADUATE,23,M,18000,42,1.0,0.0,0.93,1,0,0.0,1.0,0.0,0.5,2.575,0,0,CC,AL,672,P2,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,2,1,43,21,No Delinquency
21585,47.0,20.31864560993046,12.696757002664587,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,3.0,1.0,3.0,2.0,1.0,2.0,47.0,7.0,3.0,2.0,Single,GRADUATE,30,M,25000,104,0.478,0.286,0.819,1,1,0.5,0.333,0.5,0.333,9.411,1,0,CC,ConsumerLoan,679,P2,23,12,11,4,4,0.174,0.174,0.478,0.522,14,6,0.609,0.261,2,0,1,11,10,0,1,10,13,0,40,2,No Delinquency
